,Input,Target,Predicted,Edit Distance
2428,muthalamaicharin,முதலமைச்சரின்,்்்்்்்்்்்்்்்்்்்்்்்்,22
2429,panigazhaiyum,பணிகளையும்,்்்்்்்்்்்்்்்்்்்்்்்்,23
2430,robles,ராப்லெஸ்,்்்்்்்்்்்்்்்்்்்்்்்்,22
2431,gold,கோல்ட்,்்்்்்்்்்்்்்்்்்்்்்்்,22
2432,thandavaalanggal,தண்டவாளங்கள்,்்்்்்்்்்்்்்்்்்்்்்்்,21
2433,urudhiyudan,உறுதியுடன்,்்்்்்்்்்்்்்்்்்்்்்்்,23
2434,stephens,ஸ்டீபென்ஸ்,்்்்்்்்்்்்்்்்்்்்்்்்,21
2435,seithuvittaar,செய்துவிட்டார்,்்்்்்்்்்்்்்்்்்்்்்்்,21
2436,adangiyathu,அடங்கியது,்்்்்்்்்்்்்்்்்்்்்்்்,23
2437,sirca,சிர்கா,்்்்்்்்்்்்்்்்்்்்்்்்,23
2438,amerikkar,அமெரிக்கர்,்்்்்்்்்்்்்்்்்்்்்்்்,22
2439,thodarbukku,தொடர்புக்கு,்்்்்்்்்்்்்்்்்்்்்்்்,22
2440,idukki,இடுக்கி,்்்்்்்்்்்்்்்்்்்்்்்்,23
2441,seyalmuraikal,செயல்முறைகள்,்்்்்்்்்்்்்்்்்்்்்்்்,22
2442,gureila,கொரில்லா,்்்்்்்்்்்்்்்்்்்்்்்்,23
2443,udpuramaaka,உட்புறமாக,்்்்்்்்்்்்்்்்்்்்்்்்,23
2444,baathaikalai,பாதைகளை,்்்்்்்்்்்்்்்்்்்்்்்்,24
2445,kaakiranul,காகிரனுல்,்்்்்்்்்்்்்்்்்்்்்்்்,23
2446,edukkappadaamal,எடுக்கப்படாமல்,்்்்்்்்்்்்்்்்்்்்்்்்,21
2447,veliyidappattana,வெளியிடப்பட்டன,்்்்்்்்்்்்்்்்்்்்்்்்,22
2448,manathil,அடி,்்்்்்்்்்்்்்்்்்்்்்்்,24
2449,loodhiana,லூதியானா,்்்்்்்்்்்்்்்்்்்்்்்்,24
2450,foseco,ஃபோசெகோ,்்்்்்்்்்்்்்்்்்்்்்்்,24
2451,padikku,படிக்கு,்்்்்்்்்்்்்்்்்்்்்்்்,23
2452,pinthu,பிந்து,்்்்்்்்்்்்்்்்்்்்்்்்,23
2453,oppanthaththil,ஒப்பந்தத்தில்,்்்்்்்்்்்்்்்்்்்்்்்்,20
2454,pathippiththa,பதிப்பித்த,்்்்்்்்்்்்்்்்்்்்்்்்,22
2455,aruppukkottai,அருப்புக்கோட்டை,்்்்்்்்்்்்்்்்்்்்்்்்,21
2456,panbaadum,பண்பாடும்,்்்்்்்்்்்்்்்்்்்்்்்்,22
2457,jodha,ஜோதா,்்்்்்்்்்்்்்்்்்்்்்்்,24
2458,kalai,கலாய்,்்்்்்்்்்்்்்்்்்்்்்்்,23
2459,aadippoora,ஆடிப்பூர,்்்்்்்்்்்்்்்்்்்்்்்்,23
2460,zoordan,ஜோர்டான்,்்்்்்்்்்்்்்்்்்்்்்்்,22
2461,ccameeo,கேமியோ,்்்்்்்்்்்்்்்்்்்்்்்்,24
2462,uurvalamaaka,ஊர்வலமாக,்்்்்்்்்்்்்்்்்்்்்்்்,23
2463,ezhuthukiren,எழுதுகிறேன்,்்்்்்்்்்்்்்்்்்்்்்்்,23
2464,anthantha,அந்தந்த,்்்்்்்்்்்்்்்்்்்்்்்்,22
2465,seithanar,செய்தனா்,்்்்்்்்்்்்்்்்்்்்்்்்,22
2466,mikey,மிக்கி,்்்்்்்்்்்்்்்்்்்்்்்்,23
2467,seyalpaduvathu,செயல்படுவது,்்்்்்்்்்்்்்்்்்்்்்்்,23
2468,thanthiraththai,தந்திரத்தை,்்்்்்்்்்்்்்்்்்்்்்்்,22
2469,sarathigal,சாரதிகள்,்்்்்்்்்்்்்்்்்்்்்்்்,23
2470,ethirkkatchi,எதிர்க்கட்சி,்்்்்்்்்்்்்்்்்்்்்்்்,21
2471,viththiyaasamaaga,வித்தியாசமாக,்்்்்்்்்்்்்்்்்்்்்்்்,23
2472,pulappaduththiyullaar,புலப்படுத்தியுள்ளார்,்்்்்்்்்்்்்்்்்்்்்்்்,20
2473,rane,ராணே,்்்்்்்்்்்்்்்்்்்்்்்்,24
2474,holloway,ஹாலோவே,்்்்்்்்்்்்்்்்்்்்்்்்,24
2475,harbour,ஹார்பர்,்்்்்்்்்்்்்்்்்்்்்்்்,22
2476,muyandraar,முயன்றார்,்்்்்்்்்்்்்்்்்்்்்்்்,22
2477,foodworks,ஃபுட்வொர்க்ஸ்,்்்்்்்்்்்்்்்்்்்்்்்்,20
2478,tharasaa,தரஸா,்்்்்்்்்்்்்்்்்்்்்்்்,24
2479,dohrey,டோஹ்ரே,்்்்்்்்்்்்்்்்்்்்்்்்,23
2480,needhimandraththai,நீதிமன்றத்தை,்்்்்்்்்்்்்்்்்்்்்்்்,22
2481,sambrathaayamaana,சம்பிரதாயமான,்்்்்்்்்்்்்்்்்்்்்்்்,23
2482,ponnaiyum,பொன்னையும்,்்்்்்்்்்்்்்்்்்்்்்்்,22
2483,mathiyaarasu,மத்தியஅரசு,்்்்்்்்்்்்்்்்்்்்்்்்,23
2484,vizhikkungaal,விழிக்குங்கால்,்்்்்்்்்்்்்்்்்்்்்்்்,21
2485,pilaikal,பிழைகள்,்்்்்்்்்்்்்்்்்்்்்்்்,23
2486,seruppaip,செருப்பைப்,்்்்்்்்்்்்்்்்்்்்்்்்,22
2487,nagpur,நாக்பூர்,்்்்்்்்்்்்்்்்்்்்்்்்,22
2488,nadappadhaga,நடப்பதாக,்்்்்்்்்்்்்்்்்்்்்்்்,23
2489,nisaan,நிசான்,்்்்்்்்்்்்்்்்்்்்்்்்,23
2490,latchaththirkum,இலட்சத்திற்கும்,்்்்்்்்்்்்்்்்்்்்்்்்,20
2491,karumpalahaiyil,கரும்பலகையில்,்்்்்்்்்்்்்்்்்்்்்்்்,22
2492,bhadauria,பதௌரியா,்்்்்்்்்்்்்்்்்்்்்்்்,24
2493,thala,தள,்்்்்்்்்்்்்்்்்்்்்்்்,24
2494,oththuzhaikka,ஒத்துழைக்க,்்்்்்்்்்்்்்்்்்்்்்்்,22
2495,kulatthu,குளத்து,்்்்்்்்்்்்்்்்்்்்்்்்,23
2496,viluppuram,விழுப்புரம்,்்்்்்்்்்்்்்்்்்்்்்்்,22
2497,dhairiyam,தைரியம்,்்்்்்்்்்்்்்்்்்்்்்்்,23
2498,seiyyappattirunthu,செய்யப்பட்டிருந்து,்்்்்்்்்்்்்்்்்்்்்்்்,20
2499,muhammat,முஹம்மத்,்்்்்்்்்்்்்்்்்்்்்்்்,22
